NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Chiriacescu;Nicolas;418067;Forward-Morges;776;3.0;2599;3;3
Meier;Christoph;702115;Oberriet;776;-16.0;2600;3;3
Dubrez;Guillaume;404469;Bougy;776;-2.0;2601;3;3
Krieger;Roland;800858;Rothenburg;776;0.0;2602;3;3
Schneider;Benjamin;501134;Niederscherli;775;-10.0;2603;3;3
König;Andreas;604032;KV Liestal;775;-5.0;2604;3;3
Monbaron;Maël;416044;Pully;775;49.0;2605;2;2
Khash-Erdene;Bilguuntuguldur;717032;Dübendorf-Volketswil;775;72.0;2606;2;2
Malikov;Ali;618032;Binningen;775;29.0;2607;2;2
Bienz;Aaron;817027;Kriens;775;2.0;2608;3;3
Fahrni;Andreas;404097;Yverdon;775;22.0;2609;2;2
Brieda;Marek;418113;Nyon;774;0.0;2610;3;3
Conus;Sylvain;109028;Onex;774;14.0;2611;2;2
Jufer;Markus;501902;Erlach;774;23.0;2612;2;2
Szreter;Maximilien;417040;Nyon;774;-2.0;2613;3;3
Ramel;Olivier;417069;Crissier;773;-36.0;2614;3;3
Hasler;Joel;713103;Schaan-Eschen/Mauren;773;8.0;2615;2;2
Wagniere;Philippe;401882;Eysins;773;-21.0;2616;3;3
Ali;Fuad;613048;Sisseln;773;0.0;2617;3;3
Wyssen;Christian;701899;Seebach-Kügeliloo;773;5.0;2618;2;2
Martelli;Marco;317004;Riva S.Vitale;772;0.0;2619;3;3
Polikowski;Marc;402021;Pully;772;0.0;2620;3;3
Bossi;Lars;716032;Chur;772;6.0;2621;2;2
Maeder;Thomas;501052;Münchenbuchsee;772;15.0;2622;2;2
Haas;Lucien;415842;Fribourg;772;21.0;2623;2;2
Luu;Trong Nghia;600725;Basel;772;-35.0;2624;3;3
Uhr;Richard;701736;Bassersdorf;771;0.0;2625;2;2
Schrepfer;Adrian;701643;Embrach;771;-3.0;2626;3;3
Morciano;Toni;601190;Victoria Bottmingen;771;9.0;2627;2;2
Rossat;Jean-Pierre;400231;Trams-Renens;771;-20.0;2628;3;3
Panchaud;Maxime;111034;Veyrier;771;-19.0;2629;3;3
Alder;Patrik;616019;Aesch;771;0.0;2630;3;3
Leitner;Johannes;813034;Rotkreuz;771;-25.0;2631;3;3
Bertels;Robert;600554;KV Liestal;771;15.0;2632;2;2
Sansonnens;Rémy;210047;Omega;771;0.0;2633;3;3
Shabani;Refik;611075;Menziken;771;0.0;2634;3;3
Grämiger;Edgar;716130;Balzers;770;27.0;2635;2;2
Arrigoni;Patrick;105041;Meyrin;770;-6.0;2636;3;3
Vincent;Joël;402015;Pully;770;7.0;2637;2;2
Ringli;Daniel;700952;T-Card;770;0.0;2638;3;3
Homberger;Roger;909087;Wolfhausen;770;13.0;2639;2;2
Nakano;Michel;701157;Greifensee;770;0.0;2640;3;3
Carlier;Florian;117001;Veyrier;770;-2.0;2641;3;3
Heiniger;Peter;605040;KV Liestal;770;-2.0;2642;3;3
Roccioletti;Ottavio;601185;Aarau;770;-18.0;2643;2;2
Okumus;Aytug;614021;Brugg;770;-22.0;2644;3;3
Piérard;Frédéric;207046;Porrentruy;769;21.0;2645;2;2
Knuchel;Sandro;511069;Utzenstorf;769;-8.0;2646;3;3
Nicolet;Sébastien;203031;Tramelan;769;9.0;2647;2;2
Salzmann;Jonas;404166;Höngg;769;11.0;2648;2;2
Belpois;Damien, Joseph Marcel;418109;Sierre;769;93.0;2649;1;1
Bertolotti;Kimi;318008;Locarno;768;1.0;2650;2;2
Stricker;Marco;717091;Thalwil;768;10.0;2651;2;2
Rast;Antoine;402935;Yvorne;768;-36.0;2652;3;3
Schocher;Fabio;706081;Buchs Zürich;768;1.0;2653;2;2
Burren;Daniel;504136;Bern;767;2.0;2654;2;2
Haymoz;Markus;500605;Lyss;767;6.0;2655;2;2
Ilic;Luka;316001;Locarno;767;8.0;2656;2;2
Lambert;Stéphane;411068;Chexbres;767;36.0;2657;2;2
Barth;Luc;407068;Chexbres;767;-13.0;2658;3;3
Paulo;Fernando;204011;Centre Portugais;767;-6.0;2659;3;3
Stadelmann;Simon;713003;Weinfelden;767;0.0;2660;2;2
Gomez;Raoul;300301;Associazione Bellinzonese Tennistavolo;767;0.0;2661;2;2
Tanner;Simon;503879;Tiefenau;767;-14.0;2662;3;3
Trunz;Paul;701726;Young Stars ZH;767;-10.0;2663;3;3
Wick;Tobias;717024;Wuppenau;767;71.0;2664;2;2
Wachter;Manfred;703179;Schaan-Eschen/Mauren;766;-11.0;2665;3;3
Huber;Roland;801925;Steinhausen;766;4.0;2666;2;2
Meloni;Aldo;701068;Imperial Winterthur;766;3.0;2667;2;2
Isler;Maurice;813031;Zug;766;0.0;2668;2;2
Steffen;Gabriel;716154;Wädenswil;766;-13.0;2669;3;3
Halbeis;Martin;614213;Vevey;766;14.0;2670;2;2
Tucci;Enrico;415721;Lausanne;766;-83.0;2671;3;3
Boucq;Pascal;408053;Forward-Morges;765;20.0;2672;2;2
Gentile;Nicola;714067;Affoltern A/A;765;0.0;2673;2;2
Pessoa;Renato;413016;Nyon;765;-4.0;2674;2;2
Achermann;Kevin;805009;Buochs;765;0.0;2675;2;2
Zargoush;Mohammad;618004;Wettstein Basel;765;34.0;2676;2;2
Anthonioz;Claude;406098;Rossens;765;0.0;2677;2;2
Graf;Peter;700569;Weinfelden;764;-8.0;2678;2;2
Girsberger;Hansjörg;700552;Buchs Zürich;764;31.0;2679;2;2
Lucchesi;Andrea;618003;Wettstein Basel;764;0.0;2680;2;2
Steinmann;Peter;506023;Port;764;0.0;2681;2;2
Stojkovic;Nenad;718033;Bülach;764;-9.0;2682;3;3
Jeyam;Jeyaprajan;709033;Dietikon-Weiningen;764;30.0;2683;2;2
Wüest;Peter;801080;Willisau;764;-4.0;2684;2;2
Fritz;Simon;415682;Trams-Renens;764;4.0;2685;2;2
Bazzo;Patrick;401766;Matran;764;0.0;2686;2;2
Schuhmacher;Jan;717047;Romanshorn;763;2.0;2687;2;2
Ueltschi;Stefan;600520;Mellingen;763;15.0;2688;2;2
Pfenninger;Pascal;707144;Meilen-Männedorf;763;0.0;2689;2;2
LE;Phu-Thuan;402416;Collombey/Muraz;763;0.0;2690;2;2
Meylan;Guy;404444;Avry-Rosé;763;11.0;2691;2;2
Loosli;Jürg;500456;Erlach;762;10.0;2692;2;2
Kunz;Roger;719032;Uster;762;36.0;2693;2;2
Kohn;Emmanuel;419039;Romanel;761;44.0;2694;2;2
Margueron;Jean-Pascal;403964;Bulle;761;-50.0;2695;3;3
Rossi;Paolo;702260;Young Stars ZH;761;-9.0;2696;3;3
Riem;Mathias;510002;Regio Moossee;761;-12.0;2697;3;3
Graf;Bernard;403600;Yvonand;761;-26.0;2698;3;3
Normentsang;Gyamtso Dhudup;718153;Winterthur;761;-1.0;2699;2;2
Prodon;Laurent;414084;Lausanne;761;-42.0;2700;3;3
Schütt;Harald;610028;Frenkendorf/Füllinsd.;761;-8.0;2701;2;2
Baumann;Urs;500235;Ostermundigen;761;-7.0;2702;2;2
Garbini;Daniele;513043;Thun;761;24.0;2703;2;2
Popov;Sergey;111078;Gland;760;-22.0;2704;3;3
Jeanneret;Thierry;205074;Coffrane;760;0.0;2705;2;2
Delaval;Franck;106111;Châtelaine;760;-9.0;2706;2;2
Nguyen;Thinh Vi;400750;Montriond;760;-40.0;2707;3;3
Andreu;Ferran;712118;Zürich-Affoltern;760;0.0;2708;2;2
Finger;Heinz;500218;Steffisburg;760;-13.0;2709;3;3
Moullet;Dominique;404553;Avry-Rosé;760;-29.0;2710;3;3
Riedo;Nino;515345;Aarberg;759;35.0;2711;2;2
Rosset;Romain;411006;Romanel;759;-5.0;2712;3;3
Baumann;Werner;710103;Chur;759;13.0;2713;2;2
Schmid;Martin;502874;Port;759;-44.0;2714;3;3
Albrecht;Laurent;108082;Migros;759;1.0;2715;2;2
Wüthrich;Christoph;515721;Tiefenau;759;-5.0;2716;2;2
Amiguet;Jean-Jacques;400617;Romanel;759;13.0;2717;2;2
Haller;Gian;715056;Wädenswil;758;-2.0;2718;2;2
Hürzeler;Jannick;718083;Buchs Zürich;758;31.0;2719;2;2
Hunziker;Martin;615084;Wettingen;758;-7.0;2720;2;2
Meyer;Bastien;111004;Mandement;758;-12.0;2721;3;3
Fischer;Sven;513006;Aarberg;758;-60.0;2722;3;3
Pauli;Thomas;708105;Affoltern A/A;758;-28.0;2723;3;3
Maiz Alizares;Juan Carlos;110111;ZZ-Lancy;758;27.0;2724;2;2
Ribi;Alois;705196;Young Stars ZH;758;-11.0;2725;2;2
Clément;Dylan;417028;Pully;758;28.0;2726;2;2
Zehnder;Patrick;616023;Frick;757;5.0;2727;2;2
Spuhler;Joschua;618047;Möhlin;757;30.0;2728;2;2
Schnitzbauer;Patrick;402409;Forward-Morges;757;-7.0;2729;2;2
Beck;Martin;702147;Steckborn-Homburg;757;0.0;2730;2;2
Werlen;André;408100;Zermatt;756;25.0;2731;2;2
Rüetschi;Urs;707008;Urdorf;756;-15.0;2732;3;3
Flückiger;Philipp;502033;Stettlen;756;-34.0;2733;3;3
Atsattru;Sarawut;412077;Avry-Rosé;756;5.0;2734;2;2
Berchtold;Jürg;702365;Schaffhausen;756;-27.0;2735;3;3
Catakovic;Sead;800844;Dierikon-Ebikon;756;11.0;2736;2;2
Wolfer;Remo;702185;Steckborn-Homburg;756;20.0;2737;2;2
Marcaillou;Fabien;419059;Gland;756;21.0;2738;2;2
Werdenberg;Markus;706010;Schaffhausen;756;-17.0;2739;3;3
Coli;Christian;100957;Carouge;756;-3.0;2740;2;2
Goepfert;Marc;216001;Moutier;755;-7.0;2741;2;2
Degen;Stefan;601187;Victoria Bottmingen;755;-20.0;2742;2;2
Aspäck;Franz;500517;Ostermundigen;755;0.0;2743;2;2
Mouchart;Thierry;219068;Le Locle;755;40.0;2744;2;2
Do;Fabrice;101766;Rapid-Genève;755;14.0;2745;2;2
Yan;Loran;218080;Côte Peseux;755;27.0;2746;2;2
Schmid;Robert;702071;Niederhasli;754;0.0;2747;2;2
Penglerd;Phong;712108;Bassersdorf;754;0.0;2748;2;2
Bulai;Gabriel;818012;Sarnen;754;0.0;2749;2;2
Grünig;Ronald;700586;Rüschlikon;754;-7.0;2750;2;2
Currat;Rémy;235079;Hauterive;754;-2.0;2751;2;2
Dubois;Jean-Sébastien;404014;Matran;754;2.0;2752;2;2
Jouan;Vincent;415985;Rossens;753;21.0;2753;2;2
Bosch;Bertrand;205066;Tavannes;753;-22.0;2754;3;3
Schinz;Hanspeter;701440;Zürich-Affoltern;753;0.0;2755;2;2
Cambra;Santos;204026;La Chaux-de-Fonds;753;19.0;2756;2;2
Nizamoglu;Serdar;701310;Wetzikon;753;-2.0;2757;2;2
Nerandzic;Luka;118016;Veyrier;752;4.0;2758;2;2
Baumann;Félix;408038;Fribourg;752;18.0;2759;2;2
Palhas Candeias;Rogério;418097;Dorénaz;752;5.0;2760;2;2
Mylläri;Mikel;718085;Buchs Zürich;752;45.0;2761;2;2
Neuffer;Gaston;404063;Montriond;752;13.0;2762;2;2
Ineichen;Marc;816020;Rothenburg;752;11.0;2763;2;2
Rossier;Sascha;717087;Bülach;752;19.0;2764;2;2
Jäger;Joel;418030;Gampel-Steg;751;-7.0;2765;2;2
Marro;Stéphane;417030;Romanel;751;34.0;2766;2;2
Rüegsegger;Stefan;516048;Thun;751;27.0;2767;2;2
Oriol;Sylvain;405653;Yvorne;751;-11.0;2768;2;2
Jakob;Alfred;700333;Arbon;751;8.0;2769;2;2
Todic;Vladimir;101592;Grand-Saconnex;751;15.0;2770;2;2
Vaucher;Jean-François;204043;Cortaillod;751;-6.0;2771;2;2
Haasch;Benjamin;717083;T-Card;751;0.0;2772;2;2
Giezendanner;Ilan;117088;ZZ-Lancy;751;10.0;2773;2;2
Schneider;Peter;701475;Oberrieden;750;-16.0;2774;2;2
Price;Anthony;503651;Münchenbuchsee;750;0.0;2775;2;2
Uebelhart;Werner;705057;St. Gallen;750;-31.0;2776;3;3
Gatignon;Florian;111077;Châtelaine;750;8.0;2777;2;2
Schwegler;Beat;504000;Belp;750;-8.0;2778;2;2
Marchon;Henri;401775;Matran;750;-5.0;2779;2;2
Schüpbach;Wolfgang;500395;Grossaffoltern;750;6.0;2780;2;2
Alcoreza;Herbert;105067;Carouge;749;-13.0;2781;2;2
Mrnak;Jan;712145;Gaiserwald;749;6.0;2782;2;2
Barthlott;Thomas;617050;Oberwil;749;-22.0;2783;2;2
Germann;Marc;814014;Rapid Luzern;749;0.0;2784;2;2
Lumley;Alan;100199;Meyrin;749;0.0;2785;2;2
Ferrari;Roberto;300357;Riva S.Vitale;749;0.0;2786;2;2
Stritt;Jean-Claude;401622;Avry-Rosé;748;28.0;2787;2;2
Held;René;514034;Düdingen;747;8.0;2788;2;2
Stecher;Maurin;814016;Rapid Luzern;747;-4.0;2789;2;2
Hetey;Tibor;515856;Köniz;747;16.0;2790;2;2
Huang;Zi-Jian Timmy;712015;Urdorf;747;0.0;2791;2;2
Jafari;Yusef;518017;Huttwil;747;-5.0;2792;2;2
Kalbermatten;Martin;405067;Brig-Glis;747;0.0;2793;2;2
Trinidad;Noah;715034;Horn;747;0.0;2794;2;2
Engels;Volker;702111;Young Stars ZH;747;26.0;2795;2;2
Maggiulli;Donato;700431;BW-Wollishofen;747;-16.0;2796;2;2
Ramseyer;Thomas;510014;Münsingen;747;-3.0;2797;2;2
Farruggio;Giovanni;235012;Hauterive;747;9.0;2798;2;2
Gafner;Nick;518010;Langenthal;747;23.0;2799;2;2
Berset;Guy;102069;Onex;746;8.0;2800;2;2
Frolik;Vaclav;701509;Brugg;746;32.0;2801;2;2
Albrecht;Simon;804032;Willisau;746;10.0;2802;2;2
Schafer;Adrian;809021;Reussbühl;745;22.0;2803;2;2
Bachmann;Marco;908206;Schenkon;745;13.0;2804;2;2
Bachmann;André;600798;Muri;745;0.0;2805;2;2
Thiébautgeorges;Olivier;209040;Porrentruy;745;-10.0;2806;2;2
Asper;Daniel;702191;Affoltern A/A;745;0.0;2807;2;2
Stamm;Philipp;711031;Schaffhausen;745;-7.0;2808;2;2
Truong;Linh;701197;Rüschlikon;744;0.0;2809;2;2
Isoz;Jean Michel;913019;Château d'Oex;744;-29.0;2810;3;3
Fercher;Silvan;405069;Brig-Glis;744;-13.0;2811;2;2
Lämmler;Tobias;716085;Flums;744;80.0;2812;2;2
Kunz;Denis;600241;Binningen;744;0.0;2813;2;2
Isenberg;Dieter;404072;Romanel;744;-5.0;2814;2;2
Generowicz;Jacek;118064;Châtelaine;744;-36.0;2815;3;3
Mazenc;Christophe;112066;Silver Star;743;8.0;2816;2;2
Williner;Martin;400470;Brig-Glis;743;-5.0;2817;2;2
Wischnewski;Christian;709149;Bülach;743;-13.0;2818;2;2
Sutter;Beat;503263;Solothurn;743;8.0;2819;2;2
Dachicourt;Joon;115533;ZZ-Lancy;743;0.0;2820;2;2
Marti;Oliver;504241;Wohlensee;743;0.0;2821;2;2
Schmidt;Christian;715134;Wallenwil;743;17.0;2822;2;2
Moosbrugger;Josselin;416022;Vevey;742;12.0;2823;2;2
Meythaler;Aurel;717117;Young Stars ZH;742;48.0;2824;2;2
Pantone;Jérémy;418061;Villars/Glâne;742;2.0;2825;2;2
Steinhöfel;Helmut;600574;Sisseln;742;-17.0;2826;2;2
Kathriner;Roman;714085;Uster;742;-2.0;2827;2;2
Favino;Tom;216055;Delémont;741;0.0;2828;2;2
Santa Cruz;Diego;117078;Châtelaine;741;0.0;2829;2;2
Layani;Philippe;116040;UGS-Chênois;741;13.0;2830;2;2
Meili;Florian;615030;Bremgarten;741;-41.0;2831;3;3
Tang;Chung Kheang;608073;Münchenstein-City;741;-7.0;2832;2;2
Lauper;Mathis;617060;Winznau;741;-38.0;2833;3;3
Borer;Joshua;609024;Breitenbach;740;13.0;2834;2;2
Kramis;Daniel;817040;Rothenburg;740;-17.0;2835;2;2
Roberti;Pierre-Yves;406057;Orbe;740;-26.0;2836;2;2
Lambert;Olivier;401159;Chexbres;740;5.0;2837;2;2
Rahamaliarison;Herilala;405749;Nyon;740;0.0;2838;2;2
Haller;Hanspeter;221003;Omega;740;-8.0;2839;2;2
Buser;Armin;501210;Grenchen;740;-17.0;2840;2;2
Hayslip;James;405043;Chexbres;740;12.0;2841;2;2
Lauer;Thomas;716125;Herisau;739;37.0;2842;1;1
Stehrenberger;Jürg;703274;Frauenfeld;739;29.0;2843;2;2
Scullari;Michele;509019;Oberdiessbach;739;18.0;2844;2;2
Imboden;Peter;800666;Hergiswil;739;-12.0;2845;2;2
Zbinden;Dario;515301;Erlach;739;22.0;2846;2;2
Wittwer;Dario;514019;Burgdorf;739;1.0;2847;2;2
Schärli;Patrick;801642;Rothenburg;738;0.0;2848;2;2
Jutzi;Markus;502420;Burgdorf;738;-19.0;2849;2;2
Birrer;Daniel;815201;Buochs;738;0.0;2850;2;2
Von Muhlenen Carrel;Nicolas;219057;Moutier;738;0.0;2851;2;2
Kaufmann;Robert;216048;Nugerol-Le Landeron;738;-3.0;2852;2;2
Weinberger;Sébastien;404119;Marly;738;-42.0;2853;3;3
Gerber;Markus;802126;Buochs;738;-2.0;2854;2;2
Mastantuono;Giuseppe;403087;Sainte-Croix;737;18.0;2855;2;2
Kocher;Stefan;502237;Brügg;737;-26.0;2856;2;2
Knutti;Lars;611042;Oberrohrdorf;737;27.0;2857;1;1
Zurkinden;Cyrill;417054;Sion;737;43.0;2858;2;2
Edel;Sven;709024;Rüschlikon;737;0.0;2859;2;2
Jäggi;Severin;618016;Bremgarten;737;28.0;2860;2;2
Balbi;Gianpiero;619009;Zofingen;737;0.0;2861;2;2
D'Arcangelo;Paolo;104033;Silver Star;736;21.0;2862;2;2
Mörtlseder;Alfred;801145;Zug;736;14.0;2863;2;2
Barras;Lionel;405549;Marly;736;-2.0;2864;2;2
Schmid;Olivier;514051;Köniz;736;13.0;2865;2;2
Wippel;Steffen;718111;Wädenswil;736;18.0;2866;2;2
Schumacher;Josef;701517;Ettenhausen;736;14.0;2867;2;2
Keller;Michael;600640;Muri;736;-8.0;2868;2;2
Maffeis;Valerio;714048;Wetzikon;736;0.0;2869;2;2
Denruyter;Carsten;515841;Worb;736;-6.0;2870;2;2
Witten;Markus;608110;Spreitenbach;736;6.0;2871;2;2
Tirabosco;Michel;102403;Puplinge;736;26.0;2872;2;2
Buck;Lukas;601728;Mellingen;735;-5.0;2873;2;2
Ahmadi;Sadiq;417002;Sion;735;3.0;2874;2;2
Wellinger;Rolf;701832;Weinfelden;735;-17.0;2875;2;2
Vieira Batista;Jorge;413036;Vevey;734;-17.0;2876;2;2
Friedli;Jürg;614046;Brugg;734;32.0;2877;2;2
Kampenhuber;Erich;701001;Weinfelden;734;5.0;2878;2;2
Borngräber;Oliver;818007;Sarnen;734;19.0;2879;2;2
Hänni;Urs;517057;Regio Moossee;734;31.0;2880;2;2
Reymond;Alain Nicolas;118095;UGS-Chênois;734;-4.0;2881;2;2
Schneck;Rudolph;400074;Nestlé;734;0.0;2882;2;2
Wittmer;Bruno;600512;Niedergösgen;734;-32.0;2883;2;2
Inwyler;Joel;816054;Emmen;734;9.0;2884;2;2
Fischer;Gabriel;717007;Wädenswil;733;0.0;2885;2;2
Francis;Karim;102135;Puplinge;733;-12.0;2886;2;2
Thöni;Karl;702228;Bülach;733;-4.0;2887;2;2
Kückens;Marvin;618092;Zofingen;733;-25.0;2888;3;3
Surber;Markus;703269;Romanshorn;733;27.0;2889;2;2
Bärtschi;Benjamin;718121;Young Stars ZH;733;36.0;2890;2;2
Güller;Werner;700593;Dübendorf-Volketswil;733;-6.0;2891;2;2
Eschenmoser;Jerôme;710132;Sihltal;733;0.0;2892;2;2
Baball;Balliram;118032;Silver Star;733;21.0;2893;2;2
Regorsek;Michel;717151;Wollerau;732;-8.0;2894;2;2
Maturo;David;209076;Delémont;732;9.0;2895;2;2
Eigenmann;Patrick;711049;Horn;732;40.0;2896;2;2
Fischer;Ralf;701143;Flums;732;-7.0;2897;2;2
Fischer;Christophe;114015;Puplinge;732;-22.0;2898;2;2
Kawkab;Ahmad Khaled;418053;Rolle;731;11.0;2899;2;2
Ercolani;Bruno;800789;Kriens;731;0.0;2900;2;2
Heierli;Peter;702186;Greifensee;731;0.0;2901;2;2
Alleyrat;Jean-Claude;716047;Kloten;731;-4.0;2902;2;2
Pruvot;Etienne;409004;Lausanne;731;15.0;2903;2;2
Fellay;Pascal;412032;Penthalaz;731;0.0;2904;2;2
Deflorin;Mirco;712154;Chur;731;6.0;2905;2;2
Stampfli;Kurt;506014;Bern;731;2.0;2906;2;2
Martin;Alix;217079;Tramelan;731;11.0;2907;2;2
Straub;Thomas;501798;Oberdiessbach;730;2.0;2908;2;2
Schürch;Daniel;500408;Utzenstorf;730;5.0;2909;2;2
Schelling;Manuel;703314;Schaffhausen;730;-5.0;2910;2;2
Ziegler;Kurt;600541;Mellingen;730;-2.0;2911;2;2
Dätwyler;Mike;813017;Schenkon;730;21.0;2912;2;2
Laager;Rolf;700671;Glarus;730;-14.0;2913;2;2
Schmid;Reynald;100541;Meyrin;730;9.0;2914;2;2
Schürch;Willi;603081;Zofingen;730;36.0;2915;2;2
Wildberger;Noah;717102;Wädenswil;729;50.0;2916;1;1
Suthaharan;Sarvin;116072;Carouge;729;8.0;2917;2;2
Stebler;Guido;601815;Winznau;729;10.0;2918;2;2
Ferati;Mirsad;512031;Solothurn;729;-5.0;2919;2;2
Durrer;Erwin;800847;Reussbühl;729;-15.0;2920;2;2
Schambeck;Luca;718131;St. Gallen;729;37.0;2921;2;2
Bregy;Nicolas;719102;BW-Wollishofen;729;3.0;2922;2;2
Brunner;Yannick;518068;Thun;729;38.0;2923;2;2
Würmli;Kurt;702209;Wolfhausen;729;-27.0;2924;3;3
Bobin;Daniel;117047;Carouge;729;0.0;2925;2;2
Vauthey;Christian;404929;Bulle;729;-22.0;2926;2;2
Heller;Beat;609031;Diepflingen;728;-41.0;2927;2;2
Jornod;Olivier;207002;Cortaillod;728;12.0;2928;2;2
Brühwiler;Patrick;707049;Toggenburg;728;0.0;2929;2;2
Reuter;Klaus;501054;Port;728;12.0;2930;2;2
Kohli;Alexandre;205013;Cernier;728;-15.0;2931;2;2
Kahr;Roman;512015;Schmitten;727;9.0;2932;2;2
Baumann;Ueli;601287;Oberwil;727;-21.0;2933;2;2
Schnider;Rudolf;616010;Breitenbach;727;-24.0;2934;2;2
Croci;Rico;700308;Rüti;727;16.0;2935;2;2
Lüthi;Hansruedi;801388;Buochs;727;-25.0;2936;2;2
Gautier;Yohann;411015;Domdidier;727;23.0;2937;2;2
Christiansen;Hans;601215;Wettingen;727;-12.0;2938;2;2
Gawron;Fabian;609039;Frick;727;43.0;2939;2;2
Finocchiaro;Mario;100089;ZZ-Lancy;727;-8.0;2940;2;2
Tokar;Tobias;516043;Burgdorf;726;-2.0;2941;2;2
Capt;William;418073;Lausanne;726;-17.0;2942;2;2
Oswald;Freddy;500667;Kirchberg;726;-13.0;2943;2;2
Araujo Pires;Simao;215201;Yverdon;725;-1.0;2944;2;2
Dorenter;Jérôme;100254;ZZ-Lancy;725;2.0;2945;2;2
Von Gruenigen;Daniel;405182;Romanel;725;12.0;2946;2;2
Tanner;Peter;600733;Menziken;725;-3.0;2947;2;2
Soldini;Enrico;702117;Buchs Zürich;725;8.0;2948;2;2
Rosado Vieira Castro;Tiago Jorge;511032;Ittigen;725;-14.0;2949;2;2
Rochat;Mathias;117059;Puplinge;724;14.0;2950;2;2
Kloss;Michel;818048;Rapid Luzern;724;9.0;2951;2;2
Gabathuler;Stefan;601443;Victoria Bottmingen;724;-2.0;2952;2;2
Lehmann;Thomas;712007;Affoltern A/A;724;10.0;2953;2;2
Pfefferle;Michel;400596;Sion;724;9.0;2954;2;2
Zahir;Sadiki;718017;Rorschach;724;31.0;2955;2;2
Bugnon;Jean-Marie;405507;Sainte-Croix;724;9.0;2956;2;2
James;Laurent;412059;Nyon;724;3.0;2957;2;2
Cortat;Fabrice;117046;Puplinge;723;20.0;2958;2;2
Piquerez;Valentin;415802;Aigle;723;0.0;2959;2;2
Theler;Nicolas;415103;Gampel-Steg;723;0.0;2960;2;2
Rappaz;Robert;109027;Migros;723;-3.0;2961;2;2
Hirschi;Joel;511086;Lyss;723;2.0;2962;2;2
Ursenbacher;Jean-Walter;400216;Bougy;723;6.0;2963;2;2
Dan;Radu;408029;Nestlé;723;30.0;2964;2;2
Plain;Nicolas;718045;Sihltal;723;21.0;2965;2;2
Zoss;Gregory;909223;Köniz;722;0.0;2966;2;2
Schmid;Richard;600055;Möhlin;722;-47.0;2967;2;2
Jompertz;Achim;701289;Buchs Zürich;722;4.0;2968;2;2
Matter;Peter;511007;bls Spiez;722;17.0;2969;2;2
Ecoeur;Mathieu;416099;Collombey/Muraz;722;-8.0;2970;2;2
Keren;Yair;911112;Blonay;722;44.0;2971;2;2
Michelot;Erwan;418091;Domdidier;722;5.0;2972;2;2
Freudig;Günter;700420;Pinguin Zuerich;722;-27.0;2973;2;2
Hasler;Diego;717028;Weinfelden;721;9.0;2974;2;2
Küffer;Cyrill Livio;513004;Aarberg;721;-27.0;2975;2;2
Florin;Frédéric;100391;Versoix;721;0.0;2976;2;2
Graf;André;403599;Yvonand;721;0.0;2977;2;2
Berchtold;Alex;912045;Domdidier;721;16.0;2978;2;2
Pillonel;Stéphane;403163;Yverdon;720;0.0;2979;2;2
Scheidegger;Fredy;601862;Zofingen;720;0.0;2980;2;2
Ossola;Urs;503927;Interlaken;720;1.0;2981;2;2
Giroud;Pascal;401127;Grône;720;20.0;2982;2;2
Stone;Richard;117093;Châtelaine;719;4.0;2983;2;2
Schefer;Martin;716017;Wallenwil;719;59.0;2984;2;2
Arnet;Pius;801293;Knutwil;719;-3.0;2985;2;2
Semmling;Lucas;819011;Willisau;719;63.0;2986;1;1
Cosandey;Stéphane;410079;Rossens;719;-1.0;2987;2;2
Späni;Christian;707161;Bassersdorf;719;0.0;2988;2;2
Mohamadi;Zia;418089;Lausanne;719;36.0;2989;2;2
Schaffner;Daniel;718047;Oberriet;718;-48.0;2990;2;2
Altherr;Daniel;700730;Wolfhalden;718;-9.0;2991;2;2
Nwokeabia;Hilary;116062;Versoix;718;8.0;2992;2;2
Outtrabady;Laurent;414038;Château d'Oex;718;-8.0;2993;2;2
Schneider;Rémy;229039;Pieterlen;718;-27.0;2994;2;2
Friedauer;Markus;714479;Wolfhalden;718;12.0;2995;2;2
Soland;Andreas;801837;Hünenberg;718;-24.0;2996;2;2
Laaser;Jörg;618072;Wettingen;717;33.0;2997;2;2
Karpisek;Josua;717138;Young Stars ZH;717;30.0;2998;2;2
Blumenthal;Theo;404169;Brig-Glis;717;-5.0;2999;2;2
Jung;Bernard;400455;Yvorne;717;0.0;3000;2;2
Mühlebach;Yves;214072;La Chaux-de-Fonds;717;0.0;3001;2;2
mc Hugo;Dylan;119053;Mandement;716;1.0;3002;2;2
Kanso;Hadi;119001;Meyrin;716;9.0;3003;2;2
Greisinger;Bernd;708166;Balzers;716;-5.0;3004;2;2
Salzmann;Alexis;117067;UGS-Chênois;716;13.0;3005;2;2
Ott;Noa;118076;Carouge;716;3.0;3006;2;2
Krähenbühl;Heinz;500833;Port;716;1.0;3007;2;2
Vago;Laurent;401328;Yverdon;716;-14.0;3008;2;2
Fernandes Rodrigues;Helder;118085;UGS-Chênois;715;4.0;3009;2;2
Rolli;Roger;600485;Oberrohrdorf;715;-4.0;3010;2;2
Eckhardt;Christoph;719023;Kreuzlingen;715;0.0;3011;2;2
Perfeito;Marco;114023;Versoix;715;10.0;3012;2;2
